,Artist,Track,Popularity,Track_Number,Album_Name,Total_Tracks,Release_Date
45,Sir Sly,&Run,64,3,"Don't You Worry, Honey",10,2017-06-30
46,The Maine,Black Butterflies and Déjà Vu,64,4,Lovely Little Lonely,12,2017-04-07
47,China Anne McClain,What's My Name,68,2,Descendants 2 (Original TV Movie Soundtrack),11,2017-07-21
48,khai dreams,Drifting Away,65,2,Summer Is Like a Dream,5,2017-08-26
0,Tank,When We,65,8,SAVAGE,11,2017-09-29
1,Lady Gaga,The Cure,67,1,The Cure,1,2017-04-16
2,KYLE,iSpy (feat. Kodak Black),61,1,iSpy (feat. Kodak Black),1,2017-06-09
3,Jaymes Young,I'll Be Good,69,11,Feel Something,12,2017-06-23
4,StayLoose,Sociopath,67,1,Sociopath,1,2017-10-06
5,blackbear,anxiety (with FRND),64,6,cybersex,14,2017-11-27
6,BTS,Not Today,73,16,You Never Walk Alone,18,2017-02-13
7,Phoebe Bridgers,Georgia,64,7,Stranger in the Alps,11,2017-09-22
8,BROCKHAMPTON,BOOGIE,66,1,SATURATION III,15,2017-12-15
9,Ben Platt,You Will Be Found,66,8,Dear Evan Hansen (Original Broadway Cast Recording),14,2017-02-03
10,Sabrina Claudio,Frozen,66,8,About Time,12,2017-10-05
11,Rex Orange County,4 Seasons,64,6,Apricot Princess,10,2017-04-26
12,Cigarettes After Sex,John Wayne,60,9,Cigarettes After Sex,10,2017-06-09
13,Justin Bieber,Friends (with BloodPop®),72,1,Friends (with BloodPop®),1,2017-08-17
14,Katelyn Tarver,You Don't Know,69,3,Tired Eyes,5,2017
15,Kurt Hugo Schneider,Sweater Weather,72,5,Kurt & Company Vol 2,12,2017-06-16
16,Dazey and the Scouts,Wet,64,2,Maggot,7,2017-04-13
17,John Mayer,Love on the Weekend,67,4,The Search for Everything,12,2017-04-14
18,Pablo Alborán,Saturno,81,1,Prometo,17,2017-06-01
19,Machine Gun Kelly,The Break Up,64,14,bloom,15,2017-05-12
20,Del Water Gap,High Tops,64,1,High Tops,1,2017-01-27
21,Lana Del Rey,In My Feelings,67,8,Lust For Life,16,2017-07-21
22,Joywave,It's A Trip!,65,3,Content,11,2017-07-28
23,Lorde,Hard Feelings/Loveless,66,6,Melodrama,11,2017-06-16
24,Jorja Smith,On My Mind (Jorja Smith X Preditah),70,1,On My Mind (Jorja Smith X Preditah),1,2017-08-25
25,Wallows,Uncomfortable,64,1,Uncomfortable,1,2017-09-13
26,Doobie,When the Drugs Don't Work,61,1,When the Drugs Don't Work,1,2017-08-11
27,Rex Orange County,Apricot Princess,63,1,Apricot Princess,10,2017-04-26
28,SZA,Anything,63,10,Ctrl,14,2017-06-09
29,Hippo Campus,baseball,60,1,warm glow,3,2017-09-12
30,Niall Horan,Seeing Blind,65,3,Flicker (Deluxe),13,2017-10-20
31,Or3o,All Eyes on Me,66,1,All Eyes on Me,1,2017-12-13
32,DISPATCH,Only the Wild Ones,64,2,"America, Location 12",11,2017-06-02
33,PornoGraffitti,THE DAY,68,1,Butterfly Effect,14,2017-10-25
34,Zara Larsson,I Can't Fall in Love Without You,70,14,So Good,15,2017-03-17
35,Calvin Harris,Rollin (feat. Future & Khalid),64,4,Funk Wav Bounces Vol.1,10,2017-06-30
36,Big Sean,Moves,64,6,I Decided.,14,2017-02-03
37,Cigarettes After Sex,Each Time You Fall In Love,60,2,Cigarettes After Sex,10,2017-06-09
38,Khalid,Therapy,63,12,American Teen,15,2017-04-27
39,Snakehips,Don't Leave,66,1,Don't Leave,1,2017-01-06
40,"Dream, Ivory","Dream, Ivory",64,8,"Dream, Ivory",8,2017-03-09
41,Red Velvet,Peek-A-Boo,70,1,Perfect Velvet - The 2nd Album,9,2017-11-17
42,Lincoln,Saint Bernard,62,1,A Constant State of Ohio,5,2017-01-27
43,Ben Platt,If I Could Tell Her,64,6,Dear Evan Hansen (Original Broadway Cast Recording),14,2017-02-03
44,Paramore,Rose-Colored Boy,65,2,After Laughter,12,2017-05-12
45,Ed Sheeran,Nancy Mulligan,69,15,÷ (Deluxe),16,2017-03-03
46,Christian French,By Myself,63,1,By Myself,1,2017-05-26
47,WALK THE MOON,Lost In The Wild,70,13,What If Nothing,13,2017-11-10
48,Rex Orange County,Never Enough,65,9,Apricot Princess,10,2017-04-26
0,No Vacation,Yam Yam,65,1,Yam Yam,1,2017-05-12
1,Drake,Free Smoke,65,1,More Life,22,2017-03-18
2,Nicki Minaj,No Frauds,64,1,No Frauds,1,2017-03-10
3,Trey Songz,Nobody Else but You,62,4,Tremaine the Album,15,2017-03-24
4,Quinn XCII,Always Been You,61,11,The Story of Us,11,2017-09-15
5,Brave Girls,Rollin',72,1,Rollin',5,2017-03-07
6,Matt Champion,Fangs,63,1,Fangs,1,2017-02-13
7,Avicii,Lonely Together (feat. Rita Ora),72,2,AVĪCI (01),6,2017-08-10
8,K.Flay,Blood In The Cut,65,3,Every Where Is Some Where,12,2017-04-07
9,Danielle Bradbery,Sway,62,1,I Don't Believe We've Met,10,2017-12-01
10,Roy Blair,Thunder,61,6,Cat Heaven,13,2017-12-08
11,Chelsea Cutler,Your Shirt,67,1,Your Shirt,1,2017-02-24
12,khai dreams,Fantasy,65,4,Summer Is Like a Dream,5,2017-08-26
13,Paramore,Fake Happy,65,5,After Laughter,12,2017-05-12
14,Ed Sheeran,What Do I Know?,71,10,÷ (Deluxe),16,2017-03-03
15,Galantis,No Money,72,12,The Aviary,12,2017-09-15
16,Sam Smith,Pray,60,10,The Thrill Of It All (Special Edition),14,2017-11-03
17,Alina Baraz,Electric (feat. Khalid),65,1,Electric (feat. Khalid),1,2017-01-20
18,Ed Sheeran,Shape of You,71,1,Shape of You,1,2017-01-06
19,Sinéad Harnett,Unconditional - Sonny Fodera Remix,69,3,Unconditional,5,2017-10-20
20,Tove Lo,disco tits,66,2,BLUE LIPS (lady wood phase II),14,2017-11-17
21,BROCKHAMPTON,SWEET,66,13,SATURATION II,16,2017-08-25
22,Bryce Fox,Horns,68,1,Heaven on Hold,7,2017-10-20
23,Joyner Lucas,I'm Sorry,63,15,508-507-2209,16,2017-06-16
24,SEVENTEEN,Don't Wanna Cry,71,1,SEVENTEEN 4th Mini Album ‘Al1’,6,2017-05-22
25,Sabrina Carpenter,Why,66,1,Why,1,2017-07-07
26,Harry Styles,Sign of the Times,70,1,Sign of the Times,1,2017-04-07
27,RaeLynn,Lonely Call,62,4,WildHorse,12,2017-03-24
28,2 Chainz,Good Drank,63,3,Pretty Girls Like Trap Music,16,2017-06-16
29,Tee Grizzley,No Effort,62,5,My Moment,13,2017-04-07
30,Iron & Wine,Call It Dreaming,67,6,Beast Epic,11,2017-08-25
31,Kehlani,Gangsta,59,1,SweetSexySavage (Deluxe),19,2017-01-27
32,Mac Ayres,Slow Down,67,4,Drive Slow,9,2017-08-11
33,Jon Langston,Right Girl Wrong Time,62,1,Right Girl Wrong Time,1,2017-04-28
34,slenderbodies,anemone,64,4,fabulist,5,2017-04-12
35,Vancouver Sleep Clinic,Someone To Stay,71,5,Revival,11,2017-04-07
36,Neck Deep,In Bloom,65,5,The Peace And The Panic,11,2017-08-18
37,blackbear,playboy shit (feat. Lil Aaron),63,3,cybersex,14,2017-11-27
38,H.E.R.,Losing,60,1,H.E.R.,21,2017-10-20
39,Michael Jackson,Thriller,70,2,Scream,14,2017-09-27
40,Litany,Bedroom,63,6,4 Track EP,8,2017-06-07
41,Sjowgren,Now & Then,62,1,Now & Then,1,2017-01-09
42,Anitta,Downtown,74,1,Downtown,1,2017-11-19
43,Murphy Elmore,Whoever Broke Your Heart,61,1,Whoever Broke Your Heart,1,2017-04-07
44,Vedo,Let's Get Married,66,2,V-Mix's,2,2017-02-23
45,Calvin Harris,Faking It (feat. Kehlani & Lil Yachty),63,9,Funk Wav Bounces Vol.1,10,2017-06-30
46,Future,Comin Out Strong (feat. The Weeknd),65,2,HNDRXX,19,2017-07-27
47,BTS,MIC Drop,71,7,Love Yourself 承 'Her',9,2017-09-18
48,"Slaughter Beach, Dog",Acolyte,61,10,Birdie,10,2017-10-27
0,Quality Control,My Dawg,62,9,Quality Control: Control The Streets Volume 1,30,2017-12-08
1,Chris Brown,Questions,68,4,Heartbreak on a Full Moon,45,2017-10-31
2,G-Eazy,Good Life (with G-Eazy & Kehlani),60,1,Good Life (with G-Eazy & Kehlani),1,2017-03-16
3,Hey Violet,O.D.D.,63,6,From The Outside,12,2017-06-16
4,Puma Blue,(She's) Just a Phase,63,1,Swum Baby,5,2017-06-14
5,Gucci Mane,Both Eyes Closed (feat. 2 Chainz and Young Dolph),62,8,Droptopwop,10,2017-05-26
6,Silverstein,The Afterglow,63,8,Dead Reflection,12,2017-07-14
7,Briston Maroney,June,62,1,Big Shot,4,2017-12-08
8,thuy,All Night Long,66,1,All Night Long,1,2017-02-12
9,Chase Atlantic,Consume (feat. Goon Des Garcons),67,5,Chase Atlantic,14,2017-10-04
10,Big Sean,So Good (& Metro Boomin),63,5,Double Or Nothing (& Metro Boomin),10,2017-12-08
11,Ozuna,Síguelo Bailando,71,11,Odisea,16,2017-08-25
12,blackbear,do re mi (feat. Gucci Mane),62,1,do re mi (feat. Gucci Mane),1,2017-07-28
13,Katy Perry,Swish Swish,70,4,Witness (Deluxe),17,2017-06-09
14,AJR,Come Hang Out,59,13,The Click,13,2017-06-09
15,Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),72,1,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),1,2017-02-24
16,Ed Sheeran,Hearts Don't Break Around Here,69,9,÷ (Deluxe),16,2017-03-03
17,Chris Brown,Privacy,66,2,Heartbreak on a Full Moon,45,2017-10-31
18,Becky G,Mayores,68,1,Mayores,1,2017-07-14
19,SZA,Wavy (Interlude) (feat. James Fauntleroy),61,11,Ctrl,14,2017-06-09
20,Kehlani,CRZY,62,6,SweetSexySavage (Deluxe),19,2017-01-27
21,GoldLink,Herside Story,66,6,At What Cost,14,2017-03-24
22,MISSIO,Everybody Gets High,65,9,Loner,11,2017-05-19
23,Yella Beezy,That's On Me,61,4,"Lite Work, Vol. 2",17,2017-12-21
24,Polo & Pan,Nanã,68,6,Caravelle,12,2017-05-19
25,Martin Garrix,There for You,71,1,There for You,1,2017-05-26
26,Drake,4422,66,8,More Life,22,2017-03-18
27,T-Pain,Dan Bilzerian (feat. Lil Yachty),60,18,Oblivion (Expanded Edition),20,2017-11-17
28,Lana Del Rey,Get Free,65,16,Lust For Life,16,2017-07-21
29,Chromatics,Cherry,64,9,Cherry (Deluxe),18,2017-12-09
30,Louis The Child,Slow Down Love,60,3,Love Is Alive,6,2017-03-24
31,Big Wild,Empty Room - Cabu Remix,62,4,Empty Room,5,2017-04-21
32,Lana Del Rey,Groupie Love (feat. A$AP Rocky),64,7,Lust For Life,16,2017-07-21
33,K.Flay,High Enough,78,5,Every Where Is Some Where,12,2017-04-07
34,Major Lazer,Know No Better,61,1,Know No Better,1,2017-06-01
35,James Arthur,Naked,73,1,Naked,1,2017-11-24
36,Christian French,love ride,61,1,love ride,1,2017-11-16
37,Mozzy,Excuse Me (feat. Too $hort),60,6,Legendary Gangland,6,2017-12-08
38,Billie Eilish,Ocean Eyes - Astronomyy Remix,65,1,Ocean Eyes (The Remixes),4,2017-01-13
39,Lorde,Homemade Dynamite,64,3,Melodrama,11,2017-06-16
40,Ed Sheeran,Barcelona,69,13,÷ (Deluxe),16,2017-03-03
41,AJR,Netflix Trip,58,11,The Click,13,2017-06-09
42,NF,My Life,63,8,Perception,16,2017-10-06
43,Still Woozy,Wolfcat,61,1,Wolfcat,1,2017-08-31
44,Stefflon Don,16 Shots,72,1,16 Shots,1,2017-05-22
45,State Champs,Stitches,64,1,"Punk Goes Pop, Vol. 7",13,2017-07-14
46,Daniel Caesar,Take Me Away (feat. Syd),62,8,Freudian,10,2017-08-25
47,BROCKHAMPTON,GOLD,63,2,SATURATION,17,2017-06-09
48,ROLE MODEL,girl in new york,61,1,girl in new york,1,2017-09-24
0,Billie Eilish,&burn (with Vince Staples),65,1,&burn (with Vince Staples),1,2017-12-15
1,Amenazzy,Solo,73,1,Solo,1,2017-09-19
2,Migos,Get Right Witcha,64,5,Culture,13,2017-04-07
3,BTS,Outro: Wings,69,17,You Never Walk Alone,18,2017-02-13
4,Miguel,Pineapple Skies,62,2,War & Leisure,12,2017-12-01
5,Migos,Deadz (feat. 2 Chainz),64,10,Culture,13,2017-04-07
6,EXO,The Eve,70,1,THE WAR - The 4th Album,9,2017-07-18
7,Ed Sheeran,How Would You Feel (Paean),70,11,÷ (Deluxe),16,2017-03-03
8,Andrew Belle,When the End Comes,65,11,Dive Deep,11,2017-08-25
9,GoldLink,Some Girl (feat. Steve Lacy),62,13,At What Cost,14,2017-03-24
10,Chris Brown,Grass Ain't Greener,64,45,Heartbreak on a Full Moon,45,2017-10-31
11,Olivia O'Brien,RIP,58,1,RIP,1,2017-07-14
12,NCT 127,Cherry Bomb,68,1,NCT #127 CHERRY BOMB– The 3rd Mini Album,7,2017-06-14
13,Ro James,Permission,61,2,ELDORADO,13,2017-03-29
14,Migos,Kelly Price (feat. Travis Scott),64,12,Culture,13,2017-04-07
15,Alan Walker,The Spectre,74,1,The Spectre,1,2017-09-15
16,Kygo,Stargazing,71,1,Stargazing - EP,5,2017-09-21
17,Kid Francescoli,Moon (And It Went Like),70,9,Play Me Again,11,2017-03-03
18,John Mayer,In the Blood,65,5,The Search for Everything,12,2017-04-14
19,NF,Outcast,62,2,Perception,16,2017-10-06
20,Yoke Lore,Goodpain,60,1,Goodpain,1,2017-05-23
21,Gucci Mane,Met Gala (feat. Offset),63,5,Droptopwop,10,2017-05-26
22,PLVTINUM,Champagne & Sunshine (Ellusive Remix),65,1,Champagne & Sunshine (Ellusive Remix),1,2017-03-31
23,Ben Platt,For Forever,63,3,Dear Evan Hansen (Original Broadway Cast Recording),14,2017-02-03
24,Red Velvet,Red Flavor,69,1,The Red Summer - Summer Mini Album,5,2017-07-09
25,Maggie Rogers,Dog Years,60,4,Now That The Light Is Fading,5,2017-02-16
26,BROCKHAMPTON,RENTAL,62,12,SATURATION III,15,2017-12-15
27,ILLENIUM,Crawl Outta Love,61,2,Awake,13,2017-09-21
28,Phoebe Bridgers,Killer,62,6,Stranger in the Alps,11,2017-09-22
29,P!nk,Beautiful Trauma,67,1,Beautiful Trauma,13,2017-10-13
30,blackbear,wish u the best (feat. Stalking Gia),60,5,digital druglord,10,2017-04-21
31,Switchfoot,I Won't Let You Go,63,1,I Won't Let You Go,1,2017-11-03
32,Machine Gun Kelly,At My Best (feat. Hailee Steinfeld),64,4,bloom,13,2017-05-12
33,Macklemore,Marmalade (feat. Lil Yachty),65,3,GEMINI,16,2017-09-22
34,AJR,I'm Not Famous,58,10,The Click,13,2017-06-09
35,SZA,Quicksand,60,19,"Insecure: Music from the HBO Original Series, Season 2",23,2017-09-08
36,Rex Orange County,Sycamore Girl,61,4,Apricot Princess,10,2017-04-26
37,Sofia Carson,Chillin' Like a Villain,65,3,Descendants 2 (Original TV Movie Soundtrack),11,2017-07-21
38,Khalid,Winter,61,11,American Teen,15,2017-04-27
39,Ed Sheeran,New Man,69,8,÷ (Deluxe),16,2017-03-03
40,Jessie Reyez,Shutter Island,60,2,Kiddo,7,2017-04-21
41,Real Estate,Darling,61,1,In Mind,11,2017-03-17
42,LANY,13,70,8,LANY,16,2017-06-30
43,Montana of 300,Wifin' You,59,15,Don't Doubt The God,15,2017-05-20
44,Lauren Alaina,Doin' Fine,59,1,Road Less Traveled,12,2017-01-27
45,John Mayer,You're Gonna Live Forever in Me,74,12,The Search for Everything,12,2017-04-14
46,Charlie Burg,Lovesong (The Way) [feat. Bluets],65,1,"One, Violet",7,2017-09-18
47,NF,Green Lights,62,4,Perception,16,2017-10-06
48,LANY,Super Far,67,3,LANY,16,2017-06-30
0,Milky Chance,Cocoon,60,9,Blossom (Deluxe),20,2017-03-17
1,Brent Faiyaz,Stay Down,62,6,Sonder Son,12,2017-10-13
2,Bay Ledges,Straight Jacket,59,1,Fountain Tropical EP,5,2017-08-18
3,Chase Atlantic,Triggered,65,7,Chase Atlantic,14,2017-10-04
4,Kygo,Remind Me to Forget,65,9,Kids in Love,9,2017-11-03
5,Japanese Breakfast,Road Head,60,2,Soft Sounds from Another Planet,12,2017-07-14
6,Halsey,Strangers,64,13,hopeless fountain kingdom (Deluxe),16,2017-06-02
7,Huncho Jack,Saint,65,6,"Huncho Jack, Jack Huncho",13,2017-12-21
8,NF,10 Feet Down,63,3,Perception,16,2017-10-06
9,Ariana Grande,Beauty and the Beast,67,2,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),52,2017-03-10
10,Yung Gravy,Cheryl,61,1,Cheryl,1,2017-06-21
11,Boyce Avenue,In Case You Didn’t Know,68,44,"Cover Sessions, Vol. 4",56,2017-12-19
12,Kevin Gates,Imagine That,59,11,By Any Means 2,14,2017-09-22
13,Lana Del Rey,White Mustang,66,5,Lust For Life,16,2017-07-21
14,Lorde,Sober,63,2,Melodrama,11,2017-06-16
15,Charli XCX,Boys,65,1,Boys,1,2017-07-26
16,Khalid,Let's Go,61,8,American Teen,15,2017-04-27
17,TAEMIN,MOVE,67,1,MOVE - The 2nd Album,9,2017-10-16
18,SUNMI,Gashina,70,1,SUNMI SPECIAL EDITION [Gashina],1,2017-08-22
19,Pierce The Veil,Today I Saw The Whole World - Acoustic Version,60,2,Today I Saw The Whole World EP,2,2017-10-06
20,Jason Derulo,Tip Toe (feat. French Montana),68,1,Tip Toe (feat. French Montana),1,2017-11-10
21,Jakob,All Your Love,61,1,All Your Love,1,2017-01-27
22,MUNA,I Know A Place,60,3,About U,12,2017-02-03
23,Kim Petras,I Don't Want It At All,61,1,I Don't Want It At All,1,2017-08-01
24,Big Wild,Show Me,59,1,Show Me,1,2017-10-09
25,Drake,Blem,65,7,More Life,22,2017-03-18
26,The Oh Hellos,Constellations,60,4,Notos,7,2017-12-08
27,TWICE,Heart Shaker,67,1,Merry & Happy,15,2017-12-11
28,Ed Sheeran,Save Myself,68,16,÷ (Deluxe),16,2017-03-03
29,SYML,Where's My Love - Acoustic,66,2,Where's My Love,6,2017-07-07
30,Huncho Jack,Motorcycle Patches,64,4,"Huncho Jack, Jack Huncho",13,2017-12-21
31,Sabrina Claudio,Confidently Lost,62,4,Confidently Lost,7,2017-03-02
32,Imaginary Future,I Will Spend My Whole Life Loving You,65,1,I Will Spend My Whole Life Loving You,1,2017-06-16
33,Ed Sheeran,Perfect Symphony (Ed Sheeran & Andrea Bocelli),70,1,Perfect Symphony (Ed Sheeran & Andrea Bocelli),1,2017-12-15
34,Rex Orange County,Nothing,61,3,Apricot Princess,10,2017-04-26
35,Paramore,Told You So,62,3,After Laughter,12,2017-05-12
36,Shakira,Perro Fiel (feat. Nicky Jam),70,6,El Dorado,13,2017-05-26
37,Scotty Sire,Sad Song,60,1,Sad Song,1,2017-02-09
38,Kevin Gates,D U Down,58,8,By Any Means 2,14,2017-09-22
39,Manuel Turizo,Una Lady Como Tú,72,1,Una Lady Como Tú,1,2017-04-10
40,Chris Webby,Friend Like Me,59,2,Wednesday,18,2017-12-20
41,Fat Joe,All The Way Up,67,4,Plata O Plomo,12,2017-02-17
42,Sir Sly,Astronaut,60,6,"Don't You Worry, Honey",10,2017-06-30
43,NateWantsToBattle,Shinzou Wo Sasageyo (Attack on Titan),63,1,Shinzou Wo Sasageyo (Attack on Titan),1,2017-05-19
44,Quality Control,Too Hotty,62,26,Quality Control: Control The Streets Volume 1,30,2017-12-08
45,keshi,just friends,64,1,just friends,1,2017-12-19
46,Dove Cameron,Ways to Be Wicked,64,1,Descendants 2 (Original TV Movie Soundtrack),11,2017-07-21
47,LCD Soundsystem,oh baby,64,1,american dream,10,2017-09-01
48,Anna of the North,Lovers,58,3,Lovers,10,2017-09-08
0,Gus Dapperton,I'm Just Snacking,59,1,I'm Just Snacking,1,2017-05-17
1,PARTYNEXTDOOR,FREAK IN YOU,61,2,COLOURS 2,4,2017-06-02
2,Khalid,Hopeless,60,9,American Teen,15,2017-04-27
3,Camila Cabello,OMG (feat. Quavo),64,1,OMG (feat. Quavo),1,2017-08-03
4,The Belonging Co,Peace Be Still - Live,61,4,All The Earth (Live),17,2017-09-08
5,Declan McKenna,Make Me Your Queen,63,5,What Do You Think About the Car?,11,2017-07-21
6,Halsey,Eyes Closed,61,3,hopeless fountain kingdom (Deluxe),16,2017-06-02
7,Bruno Major,Fair-Weather Friend,64,9,A Song For Every Moon,12,2017-08-31
8,The Rose,Sorry,68,1,Sorry,1,2017-08-03
9,Kelly Clarkson,Love So Soft,60,2,Meaning of Life,14,2017-10-27
10,Jome,Cinnamon,63,9,Tunnels,10,2017-11-03
11,Khalid,Cold Blooded,60,10,American Teen,15,2017-04-27
12,COIN,Boyfriend,59,2,How Will You Know If You Never Try,11,2017-04-21
13,Katy Perry,Bon Appétit,69,11,Witness (Deluxe),17,2017-06-09
14,Prince Royce,Deja vu,69,6,FIVE (Deluxe Edition),18,2017-02-24
15,Shakira,Me Enamoré,69,1,El Dorado,13,2017-05-26
16,Kygo,Sunrise (feat. Jason Walker),65,2,Kids in Love,9,2017-11-03
17,Huncho Jack,Dubai Shit,64,8,"Huncho Jack, Jack Huncho",13,2017-12-21
18,Grace VanderWaal,Burned,63,3,Just The Beginning,12,2017-11-03
19,John Mayer,Still Feel Like Your Man,63,1,The Search for Everything,12,2017-04-14
20,CG5,I Got No Time,63,1,I Got No Time,1,2017-08-28
21,Sidney Gish,Presumably Dead Arm (617 Sessions),59,1,Presumably Dead Arm (617 Sessions),1,2017-10-20
22,Future,Mask Off (feat. Kendrick Lamar) - Remix,65,1,Mask Off (feat. Kendrick Lamar) [Remix],1,2017-05-23
23,NF,Destiny,61,7,Perception,16,2017-10-06
24,H.E.R.,Jungle,59,12,H.E.R.,21,2017-10-20
25,Machine Gun Kelly,Habits,61,15,bloom,15,2017-05-12
26,He Is We,I Wouldn't Mind,65,1,Fall out of Line,9,2017-03-15
27,Bruno Major,Home,66,5,A Song For Every Moon,12,2017-08-31
28,Dove Cameron,It's Goin' Down,64,5,Descendants 2 (Original TV Movie Soundtrack),11,2017-07-21
29,Mon Laferte,Mi Buen Amor,75,3,La Trenza,11,2017-04-28
30,Cold War Kids,Love Is Mystical,63,1,LA DIVINE,14,2017-04-07
31,Micah Tyler,Even Then,58,5,Different,12,2017-10-13
32,JP Cooper,September Song - Guitar Acoustic,71,19,Raised Under Grey Skies (Deluxe),20,2017-10-06
33,Louis Tomlinson,Miss You,70,1,Miss You,1,2017-12-01
34,Yo Gotti,Rake It Up - Diplo & Party Favor Remix,62,1,Rake It Up (Diplo & Party Favor Remix),1,2017-10-26
35,Camila Cabello,I Have Questions,64,1,I Have Questions,1,2017-05-21
36,Rita Ora,Your Song,68,1,Your Song,1,2017-05-25
37,ILLENIUM,Beautiful Creatures (feat. MAX),60,12,Awake,13,2017-09-21
38,Big Sean,Go Legend (& Metro Boomin),61,1,Double Or Nothing (& Metro Boomin),10,2017-12-08
39,Jessie Reyez,Great One,60,7,Kiddo,7,2017-04-21
40,PnB Rock,Notice Me,60,7,GTTM: Goin Thru the Motions,14,2017-01-13
41,Japanese Breakfast,Boyish,59,6,Soft Sounds from Another Planet,12,2017-07-14
42,O.T. Genasis,Everybody Mad,61,1,Everybody Mad,1,2017-10-06
43,Drake,Madiba Riddim,64,6,More Life,22,2017-03-18
44,Camila Cabello,Havana - Remix,67,1,Havana (Remix),1,2017-11-12
45,Snakehips,Don't Leave - Throttle Remix,59,1,Don't Leave (Remixes),5,2017-03-24
46,Sabrina Claudio,Unravel Me,62,5,About Time,12,2017-10-05
47,Billie Eilish,Bellyache - Marian Hill Remix,64,1,Bellyache (Marian Hill Remix),1,2017-05-05
48,Declan J Donovan,Fallen so Young,67,1,Fallen so Young,1,2017-03-24
0,Boyce Avenue,Photograph,73,4,"Cover Sessions, Vol. 4",56,2017-12-19
1,Andy Grammer,Smoke Clears,58,1,The Good Parts,13,2017-12-01
2,DAY6,예뻤어 You Were Beautiful,68,13,SUNRISE,14,2017-06-07
3,Sufjan Stevens,Futile Devices (Doveman Remix),55,9,Call Me by Your Name (Original Motion Picture Soundtrack),17,2017-11-03
4,Gucci Mane,Curve (feat. The Weeknd),63,5,Mr. Davis,17,2017-10-13
5,amazarashi,空に歌えば,65,5,地方都市のメメント・モリ,12,2017-12-13
6,Phora,Faithful,57,1,Faithful,1,2017-04-14
7,Alejandro Fernández,Sé Que Te Duele,73,3,Rompiendo Fronteras,11,2017-01-13
8,Billie Eilish,&burn (with Vince Staples),63,9,dont smile at me,9,2017-12-22
9,Jhené Aiko,Moments,58,4,Trip,22,2017-09-22
10,Leikeli47,Money,60,6,Wash & Set,14,2017-09-08
11,Coast Modern,Hollow Life,58,9,Coast Modern,18,2017-07-28
12,Lana Del Rey,13 Beaches,65,3,Lust For Life,16,2017-07-21
13,OneRepublic,Rich Love (with Seeb),67,1,Rich Love,1,2017-07-14
14,Future,Mask Off - Marshmello Remix,70,1,Mask Off (Marshmello Remix),1,2017-06-16
15,Esthie,Cotton Candy Skies,59,1,Cotton Candy Skies,1,2017-09-25
16,Lana Del Rey,Heroin,64,14,Lust For Life,16,2017-07-21
17,Ayo & Teo,Lit Right Now,61,1,Lit Right Now,1,2017-03-03
18,Cuco,One and Only,58,1,Songs4u,9,2017-01-28
19,Logan Mize,Better Off Gone,60,5,Come Back Road,12,2017-07-28
20,Henry,It's You,70,1,당신이 잠든 사이에 Pt. 2 Original Television Soundtrack,2,2017-10-04
21,Niall Horan,Slow Hands,59,1,Slow Hands,1,2017-05-04
22,Mon Laferte,Amárrame,74,5,La Trenza,11,2017-04-28
23,Foster The People,Lotus Eater,63,8,Sacred Hearts Club,12,2017-07-21
24,Future,I'm so Groovy,60,11,FUTURE,20,2017-06-30
25,Drake,KMT,66,15,More Life,22,2017-03-18
26,Future,Draco,59,4,FUTURE,20,2017-06-30
27,Clara Mae,I'm Not Her,64,1,I'm Not Her,1,2017-11-10
28,Hot Mulligan,I Fell in Love With Princess Peach,59,1,I Fell in Love With Princess Peach,1,2017-01-31
29,Cosmo Sheldrake,Come Along,56,1,Come Along,1,2017-10-12
30,Quality Control,Ice Tray,60,3,Quality Control: Control The Streets Volume 1,30,2017-12-08
31,TeZATalks,STFD,63,7,Chaos,7,2017-02-01
32,Rex Orange County,Waiting Room,59,7,Apricot Princess,10,2017-04-26
33,Frank Ocean,Lens,61,1,Lens,1,2017-04-23
34,DJ Khaled,Shining (feat. Beyoncé & Jay-Z),55,2,Grateful,23,2017-06-22
35,Khalid,Keep Me,59,13,American Teen,15,2017-04-27
36,Madilyn Bailey,Dusk Till Dawn,68,1,Dusk Till Dawn,1,2017-12-13
37,Yung Bleu,Miss It,57,1,Miss It,1,2017-08-18
38,Chase Atlantic,The Walls,64,3,Chase Atlantic,14,2017-10-04
39,Smallpools,Million Bucks,58,1,Million Bucks,1,2017-06-09
40,blackbear,if i could i would feel nothing,58,8,digital druglord,10,2017-04-21
41,IU,Palette (feat. G-DRAGON),67,2,Palette,10,2017-04-21
42,Smallpools,Mother - 8 Mix,57,1,Mother (8 Mix),1,2017-11-17
43,Amber Mark,Lose My Cool,64,2,3:33am,7,2017-05-12
44,Sigala,Came Here for Love,66,1,Came Here for Love,1,2017-06-09
45,Frank Ocean,Biking (Solo),60,1,Biking (Solo),1,2017-05-15
46,Beach House,Wherever You Go,56,14,B-Sides and Rarities,14,2017-06-30
47,Cub Sport,Hawaiian Party,63,4,BATS,16,2017-09-22
48,Huncho Jack,Black & Chinese,63,2,"Huncho Jack, Jack Huncho",13,2017-12-21
0,RaeLynn,Love Triangle,57,3,WildHorse,12,2017-03-24
