,Artist,Track,Popularity,Track_Number,Album_Name,Total_Tracks,Release_Date
37,SiR,John Redcorn,66,2,Chasing Summer,14,2019-08-30
38,Yung Gravy,Gravy Train,64,8,Sensational,13,2019-05-31
39,Gracie Abrams,Stay,71,1,Stay,1,2019-11-21
40,PRETTYMUCH,Eyes Off You,71,3,Phases - EP,6,2019-05-24
41,Ari Lennox,Shea Butter Baby (with J. Cole),67,5,Shea Butter Baby,12,2019-05-07
42,Doja Cat,Talk Dirty,66,7,Hot Pink,12,2019-11-07
43,Reik,Amigos Con Derechos,75,2,Ahora,9,2019-05-31
44,P!nk,Walk Me Home,70,1,Walk Me Home,1,2019-02-20
45,MEDUZA,Piece Of Your Heart - Alok Remix,77,1,Piece Of Your Heart (Alok Remix),1,2019-06-07
46,Snoh Aalegra,Whoa,65,4,"- Ugh, those feels again",14,2019-08-16
47,girl in red,watch you sleep.,68,1,watch you sleep.,1,2019-01-23
48,Yot Club,Fly Out West,65,1,Fly Out West,1,2019-05-31
0,Bronze Radio Return,There Will Be Another,63,12,Entertain You,12,2019-02-22
1,Becky G,Mayores,70,16,MALA SANTA,16,2019-10-18
2,The Lumineers,Salt And The Sea,61,4,III,13,2019-09-13
3,Iggy Azalea,Started,66,5,In My Defense,12,2019-07-19
4,Christian French,head first,68,1,head first,1,2019-05-17
5,Ariana Grande,make up,67,7,"thank u, next",12,2019-02-08
6,Lana Del Rey,Love song,70,6,Norman Fucking Rockwell!,14,2019-08-30
7,Lil Nas X,Panini,68,2,7 EP,8,2019-06-21
8,Joyner Lucas,Isis,67,1,Isis,1,2019-05-23
9,Briston Maroney,Caroline,63,2,Indiana,4,2019-05-17
10,Kevin Gates,Push It,64,11,I'm Him,17,2019-09-27
11,Melanie Martinez,Strawberry Shortcake,67,7,K-12,13,2019-09-06
12,Danny Ocean,Me Rehúso,77,3,54+1,13,2019-03-22
13,BTS,Jamais Vu,72,6,MAP OF THE SOUL : PERSONA,7,2019-04-12
14,Diplo,On My Mind,67,1,On My Mind,1,2019-12-13
15,Olivia Rodrigo,"Wondering - From ""High School Musical: The Musical: The Series""",68,1,"Wondering (From ""High School Musical: The Musical: The Series"")",1,2019-11-12
16,Melanie Martinez,The Principal,66,3,K-12,13,2019-09-06
17,Jaden,On My Own,68,15,ERYS (Deluxe),20,2019-07-05
18,Cigarettes After Sex,Falling In Love,61,8,Cry,9,2019-10-25
19,SiR,Hair Down (feat. Kendrick Lamar),66,1,Chasing Summer,14,2019-08-30
20,Melanie Martinez,Orange Juice,67,9,K-12,13,2019-09-06
21,ROLE MODEL,hello!,64,2,"oh, how perfect",6,2019-11-13
22,YUNGBLUD,11 Minutes (with Halsey feat. Travis Barker),69,1,11 Minutes (with Halsey feat. Travis Barker),1,2019-02-14
23,Lizzo,Boys,64,12,Cuz I Love You (Super Deluxe),16,2019-04-17
24,Piso 21,Pa' Olvidarme De Ella,74,1,Pa' Olvidarme De Ella,1,2019-09-06
25,Quality Control,100 Racks (Offset feat. Playboi Carti),66,11,Quality Control: Control The Streets Volume 2,36,2019-08-16
26,Sam Hunt,Kinfolks,63,1,Kinfolks,1,2019-10-10
27,Strawberry Guy,What Would I Do?,64,1,What Would I Do?,1,2019-07-22
28,binki,Sea Sick,64,1,Sea Sick,1,2019-09-05
29,Noah Kahan,Mess,65,2,Busyhead,10,2019-06-14
30,Don Toliver,No Idea - Dj Purpberry Chopped and Screwed,70,1,No Idea (DJ Purpberry Chopped and Screwed),1,2019-05-28
31,Inayah,Suga Daddy,65,9,S.O.L.A.R.,12,2019-12-13
32,ATEEZ,WONDERLAND,70,2,TREASURE EP.FIN: All To Action,11,2019-10-08
33,Kehlani,Feels,66,5,While We Wait,9,2019-02-22
34,Billie Eilish,bad guy (with Justin Bieber),70,1,bad guy (with Justin Bieber),1,2019-07-11
35,Rex Orange County,10/10,65,1,Pony,10,2019-10-25
36,Still Woozy,Lava,63,1,Lately EP,5,2019-05-03
37,The Band CAMINO,Daphne Blue,62,3,tryhard,8,2019-08-23
38,Gryffin,Body Back (feat. Maia Wright),68,1,Body Back (feat. Maia Wright),1,2019-10-18
39,Tom Petty,Runnin' Down A Dream,66,8,The Best Of Everything - The Definitive Career Spanning Hits Collection 1976-2016,38,2019-03-01
40,Penny and Sparrow,Eloise,64,3,Finch,11,2019-08-02
41,H.E.R.,As I Am,62,16,I Used To Know Her,19,2019-08-30
42,Lizzo,Good as Hell (feat. Ariana Grande),68,16,Cuz I Love You (Super Deluxe),16,2019-04-17
43,Lizzo,Cuz I Love You,65,1,Cuz I Love You,11,2019-04-19
44,Drew Baldridge,She's Somebody's Daughter,65,1,She's Somebody's Daughter,1,2019-07-19
45,Cavetown,Hug All Ur Friends,64,9,Animal Kingdom,10,2019-04-12
46,DJ Khaled,Just Us (feat. SZA),66,4,Father Of Asahd,15,2019-05-17
47,DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",73,11,Carte Blanche,17,2019-07-25
48,Lunay,Soltera - Remix,71,7,Épico,14,2019-10-25
0,YK Osiris,Worth It,65,1,Worth It,1,2019-02-08
1,BROCKHAMPTON,BOY BYE,65,3,GINGER,12,2019-08-23
2,Ellise,Lilith,66,4,Under My Bed,4,2019-10-17
3,Melanie Martinez,Wheels on the Bus,66,1,K-12,13,2019-09-06
4,Emily Burns,Is It Just Me?,69,2,My Town,4,2019-11-20
5,Maggie Rogers,Say It,62,7,Heard It In A Past Life,12,2019-01-18
6,ScHoolboy Q,Dangerous (feat. Kid Cudi),65,10,CrasH Talk,14,2019-04-26
7,Sure Sure,Warm Animal,63,5,What's It Like?,8,2019-06-27
8,Drake,How Bout Now,65,3,Care Package,17,2019-08-02
9,Egg,sorry haha i fell asleep,64,1,sorry haha i fell asleep,1,2019-12-12
10,Solange,Stay Flo,65,6,When I Get Home,19,2019-03-01
11,Chase Atlantic,DEVILISH,68,4,DON'T TRY THIS,6,2019-01-25
12,Kevin Gates,Fatal Attraction,62,6,I'm Him,17,2019-09-27
13,Luh Kel,Pull Up,66,8,Mixed Emotions,12,2019-11-15
14,Glass Animals,Tokyo Drifting (with Denzel Curry),64,1,Tokyo Drifting,1,2019-11-13
15,Jorja Smith,Be Honest (feat. Burna Boy),72,1,Be Honest (feat. Burna Boy),1,2019-08-16
16,Olivia O'Brien,Love Myself,63,10,Was It Even Real?,10,2019-04-26
17,Lana Del Rey,hope is a dangerous thing for a woman like me to have - but I have it,70,14,Norman Fucking Rockwell!,14,2019-08-30
18,Todrick Hall,"Nails, Hair, Hips, Heels",69,6,"Haus Party, Pt. 1",7,2019-05-23
19,Melanie Martinez,Recess,65,13,K-12,13,2019-09-06
20,Marc E. Bassy,Just My Luck,62,4,PMD,14,2019-09-27
21,The Lumineers,Life In The City,60,2,III,13,2019-09-13
22,SYML,Where's My Love,71,4,SYML,12,2019-05-03
23,Lana Del Rey,Venice Bitch,68,3,Norman Fucking Rockwell!,14,2019-08-30
24,Cavetown,Devil Town,64,1,Devinyl Splits No. 11,2,2019-01-24
25,Sech,Otro Trago,74,3,Sueños,12,2019-04-19
26,Drake,Can I,69,17,Care Package,17,2019-08-02
27,Quinn XCII,U & Us,63,4,From Michigan With Love,12,2019-02-15
28,Luis Fonsi,Despacito - Remix,72,13,VIDA,15,2019-02-01
29,Destiny Rogers,Tomboy,72,1,Tomboy,1,2019-02-28
30,BTS,Make It Right (feat. Lauv),73,1,Make It Right (feat. Lauv),1,2019-10-18
31,Ari Lennox,BMO,64,2,Shea Butter Baby,12,2019-05-07
32,Lizzo,Like a Girl,63,2,Cuz I Love You,11,2019-04-19
33,Hozier,Sunlight,61,13,"Wasteland, Baby!",14,2019-03-01
34,Gryffin,All You Need To Know (feat. Calle Lehmann),64,1,All You Need To Know (feat. Calle Lehmann),1,2019-03-27
35,BLACKPINK,Don't Know What To Do,69,2,KILL THIS LOVE,5,2019-04-05
36,Kevin Gates,By My Lonely,62,3,I'm Him,17,2019-09-27
37,NF,Let Me Go,66,10,The Search,20,2019-07-26
38,Ali Gatie,Moonlight,69,2,YOU,9,2019-11-08
39,Dax,My Last Words,65,1,My Last Words,1,2019-04-05
40,Melanie Martinez,Drama Club,66,6,K-12,13,2019-09-06
41,Alessia Cara,Make It To Christmas,68,1,Make It To Christmas,1,2019-11-08
42,Wallows,Just Like A Movie,63,2,Trust Fall / Just Like A Movie,2,2019-09-06
43,binki,Heybb!,63,1,Heybb!,1,2019-10-17
44,The Stupendium,The Fine Print,65,1,The Fine Print (The Outer Worlds Song),2,2019-12-02
45,Solange,Binz,64,14,When I Get Home,19,2019-03-01
46,FLETCHER,All Love,63,3,you ruined new york city for me,5,2019-08-16
47,TOMORROW X TOGETHER,CROWN,70,2,The Dream Chapter: STAR,5,2019-03-04
48,Mike Perry,One Life,71,1,One Life,1,2019-09-27
0,Vanessa Paradis,La Seine - Extrait de la bande originale un monstre à Paris,71,17,Best Of & Variations,40,2019-11-29
1,Major Lazer,Que Calor (feat. J Balvin & El Alfa),64,1,Que Calor (feat. J Balvin & El Alfa),1,2019-09-11
2,Garrett Nash,the broken hearts club,65,9,we,13,2019-01-11
3,Hoodie Allen,Come Around,62,2,Whatever USA,9,2019-08-16
4,melvitto,Santorini Coffee,71,4,THENIGHTISYOUNG.,4,2019-02-22
5,Dermot Kennedy,Outnumbered,70,1,Outnumbered,1,2019-06-13
6,88rising,I Love You 3000 II,68,14,Head In The Clouds II,16,2019-10-11
7,Offset,Legacy (feat. Travis Scott & 21 Savage),66,11,FATHER OF 4,16,2019-02-22
8,A R I Z O N A,Problems,64,7,ASYLUM,9,2019-10-11
9,Niall Horan,Nice To Meet Ya,67,1,Nice To Meet Ya,1,2019-10-04
10,Yung Pinch,Perfect,65,1,Perfect,1,2019-06-14
11,Gryffin,Tie Me Down (with Elley Duhé),66,4,Gravity,16,2019-10-24
12,James TW,Incredible,68,4,Chapters,12,2019-04-26
13,Rex Orange County,Never Had The Balls,64,6,Pony,10,2019-10-25
14,SHAED,Trampoline (with ZAYN),73,1,Trampoline (with ZAYN),1,2019-09-26
15,TOMORROW X TOGETHER,Cat & Dog,69,4,The Dream Chapter: STAR,5,2019-03-04
16,Ir Sais,Dream Girl - Remix,74,1,Dream Girl (Remix),1,2019-12-06
17,ScHoolboy Q,Floating (feat. 21 Savage),65,9,CrasH Talk,14,2019-04-26
18,Christian Leave,Darling,63,2,Milksop / Darling,2,2019-06-14
19,Omar Apollo,Hit Me Up,63,1,Hit Me Up,1,2019-11-05
20,Matt Stell,Everywhere But On,61,3,Everywhere But On,8,2019-10-25
21,Faye Webster,Hurts Me Too,62,3,Atlanta Millionaires Club,10,2019-05-24
22,Josh A,Fearless,67,2,Fearless,15,2019-01-12
23,NF,Nate,65,5,The Search,20,2019-07-26
24,Gryffin,All You Need To Know (feat. Calle Lehmann),63,2,Gravity,16,2019-10-24
25,ZAYN,A Whole New World (End Title),64,10,Aladdin (Original Motion Picture Soundtrack),37,2019-05-22
26,Dominic Fike,Rollerblades,62,1,Rollerblades,1,2019-06-06
27,Ozuna,Baila Baila Baila,72,17,Nibiru,18,2019-11-29
28,Alan Walker,On My Way,77,1,On My Way,1,2019-03-21
29,Bhad Bhabie,Bestie (feat. Kodak Black),64,2,Bestie (feat. Kodak Black) [Spenda C Nola Bounce Remix],2,2019-01-28
30,FKA twigs,cellophane,66,9,MAGDALENE,9,2019-11-08
31,Conan Gray,The King,64,1,The King,1,2019-03-08
32,Rick Ross,Gold Roses (feat. Drake),66,15,Port of Miami 2,15,2019-08-15
33,Ed Sheeran,BLOW (with Chris Stapleton & Bruno Mars),65,1,BLOW (with Chris Stapleton & Bruno Mars),1,2019-07-05
34,Kevin Gates,Bags,61,4,I'm Him,17,2019-09-27
35,NF,No Excuses,65,14,The Search,20,2019-07-26
36,Alessia Cara,I'm Like A Bird - Recorded at Spotify Studios NYC,69,2,Spotify Singles,2,2019-04-24
37,Lewis Capaldi,Leaving My Love Behind,68,14,Divinely Uninspired To A Hellish Extent (Extended Edition),15,2019-11-22
38,Lewis Capaldi,One,67,7,Divinely Uninspired To A Hellish Extent,12,2019-05-17
39,P!nk,Walk Me Home,67,3,Hurts 2B Human,13,2019-04-25
40,NIKI,urs,69,2,wanna take this downtown?,4,2019-05-17
41,Lana Del Rey,The greatest,67,11,Norman Fucking Rockwell!,14,2019-08-30
42,Lizzo,Soulmate,62,4,Cuz I Love You,11,2019-04-19
43,FINNEAS,Angel,66,1,Angel,1,2019-06-12
44,Lana Del Rey,California,67,9,Norman Fucking Rockwell!,14,2019-08-30
45,Fruit Bats,The Bottom of It,65,1,Gold Past Life,11,2019-06-21
46,Niall Horan,Put A Little Love On Me,69,1,Put A Little Love On Me,1,2019-12-06
47,Khalid,Better,64,4,Free Spirit,17,2019-04-05
48,Logic,Homicide,66,1,Homicide,1,2019-05-03
0,Madison Beer,Dear Society,66,1,Dear Society,1,2019-05-17
1,Daniel Caesar,LOVE AGAIN,64,3,CASE STUDY 01,10,2019-06-28
2,Aventura,Inmortal,70,13,Utopia,13,2019-04-05
3,AJ Mitchell,Slow Dance (feat. Ava Max) - Sam Feldt Remix,68,1,Slow Dance (feat. Ava Max) [Sam Feldt Remix],1,2019-10-25
4,Wale,Love... (Her Fault) [feat. Bryson Tiller],62,6,Wow... That's Crazy,15,2019-10-11
5,Luh Kel,BRB,63,10,Mixed Emotions,12,2019-11-15
6,KYLE,Hey Julie! (feat. Lil Yachty),62,17,Light of Mine (Deluxe),21,2019-08-23
7,NF,Returns,64,7,The Search,20,2019-07-26
8,Khalid,Right Back,63,6,Free Spirit,17,2019-04-05
9,Cigarettes After Sex,Touch,59,5,Cry,9,2019-10-25
10,Ryan Hurd,To a T - Stripped,62,1,To a T (Stripped),1,2019-05-24
11,Ed Sheeran,Remember The Name (feat. Eminem & 50 Cent),69,8,No.6 Collaborations Project,15,2019-07-12
12,PnB Rock,I Like Girls (feat. Lil Skies),63,2,TrapStar Turnt PopStar,18,2019-05-02
13,Florida Georgia Line,Blessings,62,19,Can't Say I Ain't Country,19,2019-02-15
14,SiR,You Can't Save Me,63,3,Chasing Summer,14,2019-08-30
15,ROLE MODEL,notice me (feat. BENEE),63,4,"oh, how perfect",6,2019-11-13
16,sumika,フィクション,68,3,Chime,14,2019-03-13
17,Ella Henderson,Friends,69,4,Glorious,4,2019-11-08
18,須田景凪,veil,66,1,porte,5,2019-08-21
19,Labrinth,Gangster,67,23,Euphoria (Original Score from the HBO Series),26,2019-10-04
20,Arizona Zervas,Drinking Problem (feat. 27CLUB),63,1,Drinking Problem (feat. 27CLUB),1,2019-06-27
21,Doja Cat,Shine,64,10,Hot Pink,12,2019-11-07
22,Sleeping At Last,Two,63,2,Atlas: Enneagram,9,2019-07-11
23,Gryffin,Need Your Love (with Noah Kahan),63,3,Gravity,16,2019-10-24
24,Soldier Kidd,Thug Cry,60,1,Thug Cry,1,2019-06-18
25,Ty Dolla $ign,Purple Emoji (feat. J. Cole),63,1,Purple Emoji (feat. J Cole),1,2019-05-20
26,Rauw Alejandro,El Efecto - Remix,75,1,El Efecto (Remix),1,2019-12-13
27,blackbear,short kings anthem,62,1,short kings anthem,1,2019-06-21
28,Hopsin,You Should've Known,64,1,You Should've Known,1,2019-01-28
29,Rex Orange County,It Gets Better,62,9,Pony,10,2019-10-25
30,NF,WHY,64,17,The Search,20,2019-07-26
31,Gryffin,Nobody Compares To You (feat. Katie Pearlman),65,16,Gravity,16,2019-10-24
32,DJ Khaled,Wish Wish (feat. Cardi B & 21 Savage),63,2,Father Of Asahd,15,2019-05-17
33,The Head And The Heart,People Need A Melody,61,3,Living Mirage,11,2019-05-17
34,Lola Blanc,Angry Too,64,1,Angry Too,1,2019-04-30
35,Vampire Weekend,Harmony Hall,64,2,Father of the Bride,18,2019-05-03
36,AJ Mitchell,Like Strangers Do,71,1,Like Strangers Do,1,2019-10-18
37,MUNA,Motivation - Recorded at Electric Lady Studios NYC,61,2,Spotify Singles,2,2019-11-13
38,Aries,BAD NEWS,64,1,WELCOME HOME,9,2019-04-18
39,Luis Fonsi,Échame La Culpa,74,7,VIDA,15,2019-02-01
40,blackbear,1 SIDED LOVE,60,12,ANONYMOUS,18,2019-04-26
41,THE DRIVER ERA,Afterglow,63,9,X,10,2019-06-28
42,Chase Atlantic,HEAVEN AND BACK,66,7,PHASES,12,2019-06-28
43,Cuco,Keeping Tabs (feat. Suscat0),61,2,Para Mi,13,2019-07-26
44,Jessie Reyez,Imported (with 6LACK),61,1,Imported (with 6LACK),1,2019-04-09
45,iann dior,Never Is Enough,64,13,Industry Plant,15,2019-11-08
46,Hunter Hayes,Dear God,61,5,"Wild Blue, Part I",10,2019-08-16
47,Halsey,Finally // beautiful stranger,64,1,Finally // beautiful stranger,1,2019-12-06
48,Sir Chloe,Michelle,65,1,Michelle,1,2019-04-11
0,girl in red,i need to be alone.,64,1,i need to be alone.,1,2019-03-13
1,Julia Michaels,17,66,1,Inner Monologue Part 2,8,2019-06-28
2,James TW,Say Love,67,7,Chapters,12,2019-04-26
3,Isaac Dunbar,onion boy,64,1,onion boy,1,2019-10-25
4,Greyson Chance,shut up,63,1,portraits,12,2019-03-15
5,Young M.A,NNAN,64,17,Herstory in the Making,21,2019-09-27
6,NF,When I Grow Up,64,1,When I Grow Up,1,2019-06-27
7,Chase Atlantic,HER,65,5,PHASES,12,2019-06-28
8,slchld,"she likes spring, I prefer winter",69,2,"my insecurities, not yours",4,2019-03-01
9,Future,First Off (feat. Travis Scott),64,17,Future Hndrxx Presents: The WIZRD,20,2019-01-18
10,SHAED,Trampoline - Jauz Remix,69,1,Trampoline (Jauz Remix),1,2019-05-21
11,NF,Options,63,16,The Search,20,2019-07-26
12,NOTD,Keep You Mine,67,1,Keep You Mine,1,2019-08-02
13,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",59,6,Toast to Our Differences (Deluxe Edition),16,2019-01-25
14,Calboy,Adam & Eve,63,2,Wildboy,10,2019-05-31
15,Galantis,Faith (with Dolly Parton) [feat. Mr. Probz],64,1,Faith (with Dolly Parton) [feat. Mr. Probz],1,2019-10-25
16,Shordie Shordie,Both Sides (feat. Shoreline Mafia),60,1,Both Sides (feat. Shoreline Mafia),1,2019-10-11
17,Bebe Rexha,Last Hurrah,67,1,Last Hurrah,1,2019-02-15
18,Faouzia,Born Without a Heart,64,1,Born Without a Heart,1,2019-03-28
19,The Lumineers,Leader Of The Landslide,59,2,III,13,2019-09-13
20,Ed Sheeran,Antisocial (with Travis Scott),67,7,No.6 Collaborations Project,15,2019-07-12
21,Iggy Azalea,Lola,67,1,Lola,1,2019-11-08
22,Khalid,Saturday Nights,65,17,Free Spirit,17,2019-04-05
23,Migos,"My Family - from ""The Addams Family""",68,1,"My Family (feat. Migos) [from ""The Addams Family""]",1,2019-09-13
24,Ruel,Face To Face,65,5,Free Time,7,2019-09-13
25,Will Smith,Prince Ali,65,6,Aladdin (Original Motion Picture Soundtrack),37,2019-05-22
26,Skizzy Mars,Leave Me (feat. Marc E. Bassy),62,1,Leave Me (feat. Marc E. Bassy),1,2019-10-24
27,Drake,The Motion,63,2,Care Package,17,2019-08-02
28,Khalid,Bad Luck,63,2,Free Spirit,17,2019-04-05
29,AJ Mitchell,All My Friends,63,1,All My Friends,1,2019-03-01
30,Jack Stauber's Micropop,Tea Errors,63,2,Baby Hotline / Tea Errors,2,2019-03-21
31,Bea Miller,it's not u it's me,62,1,it's not u it's me,1,2019-03-01
32,Big Sean,Single Again,62,1,Single Again,1,2019-07-26
33,J.I the Prince of N.Y,Love Won’t Change,62,6,Hood Life Krisis Vol. 1,7,2019-10-11
34,Sia,"Audio (feat. Sia, Diplo, and Labrinth)",69,4,"LABRINTH, SIA & DIPLO PRESENT... LSD",10,2019-04-12
35,Loote,tomorrow tonight,67,3,lost,5,2019-06-14
36,Sleeping At Last,Hearing,67,8,Atlas: II,25,2019-11-01
37,Young Bombs,Better Day (feat. Aloe Blacc),63,1,Better Day (feat. Aloe Blacc),1,2019-11-01
38,SZA,Power is Power (feat. The Weeknd & Travis Scott),67,2,For The Throne (Music Inspired by the HBO Series Game of Thrones),14,2019-04-26
39,Machine Gun Kelly,Hollywood Whore,64,3,Hotel Diablo,14,2019-07-05
40,zebrahead,All My Friends Are Nobodies,69,3,Brain Invaders (Deluxe Edition),17,2019-08-09
41,Loote,85%,64,2,lost,5,2019-06-14
42,Jacquees,Your Peace (feat. Lil Baby),63,18,King of R&B,18,2019-11-08
43,XYLØ,yes & no,65,1,yes & no,6,2019-05-31
44,Wingtip,Heartworks,62,1,Heartworks,1,2019-10-02
45,MUNA,Number One Fan,61,2,Saves The World,12,2019-09-06
46,ITZY,달라달라 (DALLA DALLA),70,1,IT'z Different,2,2019-02-12
47,Sasha Alex Sloan,Too Sad To Cry,67,6,Self Portrait,7,2019-10-18
48,The Lumineers,Donna,59,1,III,13,2019-09-13
0,Lady A,Ocean,65,13,Ocean,13,2019-11-15
1,benny blanco,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",68,1,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",1,2019-02-28
2,Lil Dicky,Earth,66,1,Earth,1,2019-04-18
3,Jacquees,Who's,64,1,Who's,1,2019-05-24
4,Riton,Turn Me On (feat. Vula),76,1,Turn Me On (feat. Vula),1,2019-09-13
5,Doobie,Hate Song,59,11,Faithfully Faded,16,2019-09-27
6,Tyga,Dip (feat. Nicki Minaj) (feat. Nicki Minaj),66,17,Legendary (Deluxe Edition),23,2019-08-23
7,Cuco,Hydrocodone,61,8,Para Mi,13,2019-07-26
8,Gabrielle Aplin,Losing Me,67,1,Losing Me,1,2019-08-14
9,Stray Kids,MIROH,70,2,Clé 1 : MIROH,7,2019-03-25
10,Sean Paul,Contra La Pared,70,1,Contra La Pared,2,2019-03-14
11,Hayley Kiyoko,Demons,64,1,demons,3,2019-10-11
12,Clairo,Alewife,62,1,Immunity,11,2019-08-02
13,DaniLeigh,Cravin (feat. G-Eazy),64,1,Cravin,1,2019-10-18
14,Daniel Caesar,SUPERPOSITION,63,7,CASE STUDY 01,10,2019-06-28
15,Sech,Que Mas Pues - Remix,74,9,Sueños,12,2019-04-19
16,Billie Eilish,WHEN I WAS OLDER - Music Inspired By The Film ROMA,65,1,WHEN I WAS OLDER (Music Inspired By The Film ROMA),1,2019-01-09
17,j-hope,Chicken Noodle Soup (feat. Becky G),73,1,Chicken Noodle Soup (feat. Becky G),1,2019-09-27
18,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),68,1,Cross Me (feat. Chance the Rapper & PnB Rock),1,2019-05-24
19,Calvin Harris,Giant (with Rag'n'Bone Man),76,1,Giant (with Rag'n'Bone Man),1,2019-01-11
20,AJR,Don't Throw Out My Legos,58,4,Neotheater,12,2019-04-26
21,Camilo,Tutu,74,1,Tutu,1,2019-08-09
22,LOCASH,One Big Country Song,61,1,Brothers,11,2019-03-29
23,SAINt JHN,94 Bentley,62,6,Ghetto Lenny's Love Songs,14,2019-08-23
24,Yot Club,no way !,62,1,aquarium,5,2019-01-13
25,Quadeca,Uh Huh!,62,7,Voice Memos,13,2019-03-08
26,Sharon Van Etten,Seventeen,65,6,Remind Me Tomorrow,10,2019-01-18
27,jagger finn,Please,62,2,Triplbt Theme,3,2019-08-28
28,DREAMERS,Die Happy,62,1,LAUNCH FLY LAND,10,2019-04-26
29,Ben Platt,In Case You Don't Live Forever,63,10,Sing To Me Instead,12,2019-03-29
30,88rising,Indigo,67,9,Head In The Clouds II,16,2019-10-11
31,MAX,Acid Dreams,61,1,Acid Dreams,1,2019-07-19
32,Lucky Daye,Roll Some Mo,61,1,Painted,13,2019-05-24
33,LÉON,You And I,64,10,LÉON,10,2019-03-01
34,Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",69,1,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",1,2019-04-19
35,Eric Bellinger,Moist,63,3,Saved by the Bellinger,10,2019-09-27
36,Jonas Brothers,I Believe,63,4,Happiness Begins,14,2019-06-07
37,ASTN,Butterflies,64,1,Butterflies,1,2019-06-13
38,Kelsea Ballerini,Better Luck Next Time,61,1,Better Luck Next Time,1,2019-06-11
39,Vampire Weekend,This Life,65,4,Father of the Bride,18,2019-05-03
40,Rex Orange County,New House,62,1,New House,1,2019-02-14
41,Jai Wolf,Lose My Mind (feat. Mr Gabriel),60,2,The Cure To Loneliness,12,2019-04-05
42,Marshmello,Rescue Me,61,12,Joytime III,13,2019-07-03
43,NF,PAID MY DUES,63,1,PAID MY DUES,1,2019-12-03
44,Tate McRae,all my friends are fake,63,1,all my friends are fake,1,2019-10-18
45,Jake Scott,She,62,8,Year of the Sunflower,9,2019-12-06
46,Tate McRae,tear myself apart,63,1,tear myself apart,1,2019-08-28
47,Cigarettes After Sex,Don't Let Me Go,58,1,Cry,9,2019-10-25
48,Billie Marten,Vanilla Baby,65,6,Feeding Seahorses by Hand,12,2019-04-26
0,Khalid,Hundred,62,9,Free Spirit,17,2019-04-05
1,Kevin Gates,Facts,59,5,I'm Him,17,2019-09-27
2,Machine Gun Kelly,FLOOR 13,62,7,Hotel Diablo,14,2019-07-05
3,Tones And I,Dance Monkey,76,2,The Kids Are Coming,6,2019-08-29
4,Maggie Rogers,Burning,60,11,Heard It In A Past Life,12,2019-01-18
5,A R I Z O N A,Freaking Out,60,8,ASYLUM,9,2019-10-11
6,Dan + Shay,Speechless (feat. Tori Kelly),62,1,Speechless (feat. Tori Kelly),1,2019-06-07
7,24kGoldn,GAMES ON YOUR PHONE,62,6,DROPPED OUTTA COLLEGE,8,2019-11-22
8,Conan Gray,The Other Side,63,1,The Other Side,1,2019-02-08
9,dodie,Monster,61,2,Human,7,2019-01-18
10,Becky G,Sin Pijama,68,15,MALA SANTA,16,2019-10-18
11,Labrinth,McKay & Cassie,66,22,Euphoria (Original Score from the HBO Series),26,2019-10-04
12,The Chainsmokers,Family,67,2,World War Joy,10,2019-12-06
13,Lil Nas X,C7osure (You Like),64,7,7 EP,8,2019-06-21
14,Catie Turner,i luv him.,63,1,i luv him.,1,2019-11-27
15,Sarah Jeffery,Queen of Mean,66,2,Descendants 3 (Original TV Movie Soundtrack),13,2019-08-02
16,bülow,Get Stüpid,61,2,Crystalline,7,2019-04-05
17,Ed Sheeran,Best Part of Me (feat. YEBBA),69,1,Best Part of Me (feat. YEBBA),1,2019-07-05
18,Tyga,Goddamn (feat. A Boogie wit da Hoodie),66,12,Legendary,14,2019-06-07
19,Caroline Polachek,Door,61,13,Pang,14,2019-10-18
20,Joy Williams,Front Porch,66,2,Front Porch,12,2019-05-03
21,Ryan Oakes,HELLBOY,62,1,MILLENNIAL MELTDOWN,8,2019-03-08
22,Nightly,Twenty Something,61,2,Talk You Down,4,2019-06-14
23,Tom The Mail Man,Traveling Alone,62,1,Traveling Alone,1,2019-11-18
24,Camila Cabello,Liar,68,1,Liar,1,2019-09-04
25,Ayo & Teo,Last Forever,66,2,Fly N Ghetto,2,2019-12-06
26,Snoh Aalegra,I Want You Around (feat. 6LACK) - Remix,62,1,I Want You Around (feat. 6LACK) [Remix],1,2019-11-01
27,ScHoolboy Q,CrasH,63,12,CrasH Talk,14,2019-04-26
28,Mau y Ricky,Desconocidos,73,12,Para Aventuras y Curiosidades,12,2019-05-03
29,Megan Thee Stallion,"Ride Or Die - From ""Queen & Slim: The Soundtrack""",59,1,"Ride Or Die (From ""Queen & Slim: The Soundtrack"")",1,2019-10-25
30,Gryffin,Body Back (feat. Maia Wright),65,7,Gravity,16,2019-10-24
